CS,alt1_D2D,alt1_D,alt1_TS,alt1_T2DR,alt1_T2DS,alt2_D2D,alt2_D,alt2_TS,alt2_T2DR,alt2_T2DS
1,30,10,1,1,5,0,0,1,1,5

